"456374489,2025-03-06T19:25:09Z,1403/12/16 22:55,H.khanbaba,h.khanbaba66,twit,#عیار \nدوستان به هیچ عنوان عیار خود را نفروشید تا میتونید دلار و عیار بخرید دلار تا اخر سال ۱۰۵ هزار تومان رو مبینه گوش به این بی سواد هایی  اونهایی که میگن انشاالله گربه بوده اصلا ندهید شنبه ببینید این صندوق های طلا چه میکنند\nاونایی که میان میگن میریزه این طلا یا دلار دارن خودشون میخرند یا در مغزشون چیزی جز پهن دیده نمیشه\nاینم یک سیگنال مهمی بود راجب به خرید دلار و طلا...."
"456374476,2025-03-06T19:24:00Z,1403/12/16 22:54,یزدان ابراهیمی,yazdanebrahimi,twit,#شکلر \n\n//"
"456374464,2025-03-06T19:23:16Z,1403/12/16 22:53,سینوهه,user110,twit,#شستان \n#شاخص_بورس  \nوزیر خزانه‌داری آمریکا مدعی شد:\n\nایران را فقیر خواهیم کرد\n\nوزیر خزانه‌داری آمریکا مدعی شد:\n\nفروش نفت ایران را تعطیل خواهیم کرد و فقیر کردن مجدد ایران، آغاز سیاست تحریمی به روز شده ما خواهد بود.\n\nبرای این کار، از معیارها و جدول زمانی از پیش تعیین شده استفاده می‌کنیم."
"456374458,2025-03-06T19:22:54Z,1403/12/16 22:52,صالحی,1991behzad,quote,سهامدار عمده اش ورنا هست حالا حقوقی بی انصاف ورنا سهام شو سرکوب میکنه از طرفی دیگر سهامدار عمده سایپا هست خودش هم افزایش سرمایه داره"
"456374441,2025-03-06T19:20:58Z,1403/12/16 22:50,sameti_shakor,shakor_sa61,twit,#شاخص_بورس \nوالا همتی هم فکر نمیکرد بازار انقدر براش تره خورد کنه و سه روز بورس رو قربونی کنه براش"
"456374435,2025-03-06T19:20:02Z,1403/12/16 22:50,هژیر,hsja99,twit,#شاخص_بورس \nدلار بین نود تا نود و‌دو‌ در نوسان \nو اصلاح نداشته در ساعت های مختلف نوسان داره امروز صعودی بود نسبت به دیروز \nفکرکنم مدتی همین حوالی بمونه اگر اتفاق خاصی نیفته"
"456374410,2025-03-06T19:17:54Z,1403/12/16 22:47,یزدان ابراهیمی,yazdanebrahimi,twit,#وکغدیر \n\n//"
"456374371,2025-03-06T19:16:01Z,1403/12/16 22:46,هژیر,hsja99,twit,#شاخص_بورس\n \nبلومبرگ : روسیه با کمک به دولت ترامپ برای ارتباط با ایران درباره مسائل مختلف از جمله برنامه هسته‌ای تهران در خاورمیانه موافقت کرد.\n\nاین ادعا به سرعت با پاسخ برایان هیوز سخنگوی شورای امنیت ملی آمریکا در پاسخ به ....، رو‌به‌رو شد و هیوز از پاسخ منفی آمریکا به پیشنهاد میانجیگری روسیه خبر داد."
"456374336,2025-03-06T19:14:05Z,1403/12/16 22:44,یزدان ابراهیمی,yazdanebrahimi,twit,#دبالک \n\n// به این نتیجه رسیدم که اکثر سهم ها بعد از افزایش سرمایه دچار افت میشن... لذا بهتره حداقل دو هفته بعد از افزایش سرمایه سهم رو بررسی کنیم!!!"
"456374329,2025-03-06T19:13:02Z,1403/12/16 22:43,bager,bager1363,twit,#ختراک دوساله توسهمم از1200تا2200خریدم رفت افزایش سرمایه کلا توضرریم حقوقی صاحب شرکت بدین سهم نوری رونگاه کن چقدسودداده به سهامداراش پس کی میخوای سهامداراروازضررخارج کنی بس نیست دوساله 300 میلیون گذاشتم 20 درصدم ضرریم"
